Sample_contact_address,Sample_contact_institute,protocol,Sample_contact_state,Sample_contact_department,Sample_description,Sample_source_name_ch1,Sample_type,gsm_id,SRR,Sample_molecule_ch1,Sample_platform_id,data_source,Sample_status,Sample_library_selection,Sample_title,read_type,Sample_contact_laboratory,SRX,Sample_data_row_count,Sample_extract_protocol_ch1,Sample_organism_ch1,Sample_relation,Sample_contact_zip/postal_code,Sample_last_update_date,Sample_contact_country,Sample_library_strategy,Sample_characteristics_ch1,Sample_geo_accession,Sample_channel_count,Sample_library_source,organism,Sample_supplementary_file_1,Sample_instrument_model,Sample_taxid_ch1,Sample_contact_email,Sample_data_processing,Sample_contact_name,sample_name,Sample_contact_city,Sample_series_id,Sample_submission_date
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173785,SRR3564113,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1904,PAIRED,Stephen Quake,SRX1789725,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173785,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173785/suppl/GSM2173785_1000101506.D5.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1904,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173786,SRR3564114,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1905,PAIRED,Stephen Quake,SRX1789726,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2173786,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173786/suppl/GSM2173786_1000101503.E12.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1905,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173787,SRR3564115,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1906,PAIRED,Stephen Quake,SRX1789727,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2173787,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173787/suppl/GSM2173787_1000101503.A7.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1906,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173788,SRR3564116,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1907,PAIRED,Stephen Quake,SRX1789728,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: delta,GSM2173788,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173788/suppl/GSM2173788_1000101503.C10.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1907,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173789,SRR3564117,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1908,PAIRED,Stephen Quake,SRX1789729,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173789,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173789/suppl/GSM2173789_1000101506.D3.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1908,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173790,SRR3564118,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1909,PAIRED,Stephen Quake,SRX1789730,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2173790,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173790/suppl/GSM2173790_1000101503.B11.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1909,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173791,SRR3564119,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1910,PAIRED,Stephen Quake,SRX1789731,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: delta,GSM2173791,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173791/suppl/GSM2173791_1000101503.F4.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1910,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173792,SRR3564120,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1911,PAIRED,Stephen Quake,SRX1789732,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: ductal,GSM2173792,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173792/suppl/GSM2173792_1000101505.G1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1911,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173793,SRR3564121,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1912,PAIRED,Stephen Quake,SRX1789733,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: ductal,GSM2173793,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173793/suppl/GSM2173793_1000101505.G2.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1912,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173794,SRR3564122,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1913,PAIRED,Stephen Quake,SRX1789734,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: ductal,GSM2173794,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173794/suppl/GSM2173794_1000101505.A4.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1913,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173795,SRR3564123,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1914,PAIRED,Stephen Quake,SRX1789735,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2173795,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173795/suppl/GSM2173795_1000101503.G1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1914,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173796,SRR3564124,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1915,PAIRED,Stephen Quake,SRX1789736,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2173796,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173796/suppl/GSM2173796_1000101503.B2.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1915,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173797,SRR3564125,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1916,PAIRED,Stephen Quake,SRX1789737,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: delta,GSM2173797,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173797/suppl/GSM2173797_1000101503.F11.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1916,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173798,SRR3564126,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1917,PAIRED,Stephen Quake,SRX1789738,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: ductal,GSM2173798,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173798/suppl/GSM2173798_1000101505.F5.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1917,Stanford,GSE81547,May 20 2016
